family,model,n_truth,n_scored,n_missing,n_invalid,coverage,mean_f1,mean_mcc
RF01113,sincfold_published,3,3,0,0,1.0,0.0,-0.009256135126674976
RF01113,sincfold_retrained,3,3,0,0,1.0,0.0,-0.014947239058919698
RF01116,sincfold_published,550,550,0,0,1.0,0.8446543916550767,0.8497600887165689
RF01116,sincfold_retrained,550,550,0,0,1.0,0.870961569349117,0.8750392779175657
RF01146,sincfold_published,2,2,0,0,1.0,0.0,0.0
RF01146,sincfold_retrained,2,2,0,0,1.0,0.0,0.0
RF01151,sincfold_published,95,95,0,0,1.0,0.0,0.0
RF01151,sincfold_retrained,95,95,0,0,1.0,0.0,0.0
RF01155,sincfold_published,357,357,0,0,1.0,0.0,0.0
RF01155,sincfold_retrained,357,357,0,0,1.0,0.0,0.0
RF01161,sincfold_published,300,300,0,0,1.0,0.0,0.0
RF01161,sincfold_retrained,300,300,0,0,1.0,0.0,0.0
RF01163,sincfold_published,227,227,0,0,1.0,0.0,0.0
RF01163,sincfold_retrained,227,227,0,0,1.0,0.0,0.0
RF01167,sincfold_published,9,9,0,0,1.0,0.0,-0.001655100132101858
RF01167,sincfold_retrained,9,9,0,0,1.0,0.18503160257546222,0.2051789149064186
RF01174,sincfold_published,109,109,0,0,1.0,0.0,0.0
RF01174,sincfold_retrained,109,109,0,0,1.0,0.0,0.0
RF01180,sincfold_published,36,36,0,0,1.0,0.4760575542054028,0.5176979809132038
RF01180,sincfold_retrained,36,36,0,0,1.0,0.3390127922833016,0.3515053413404062
RF01193,sincfold_published,359,359,0,0,1.0,0.4790670632145883,0.5247516315292091
RF01193,sincfold_retrained,359,359,0,0,1.0,0.4282046972361843,0.5134843892948375
RF01205,sincfold_published,5,5,0,0,1.0,0.31333333333333335,0.3326997991999684
RF01205,sincfold_retrained,5,5,0,0,1.0,0.21084797555385792,0.27564654757369084
RF01206,sincfold_published,538,538,0,0,1.0,0.3871168239886068,0.41151732434885446
RF01206,sincfold_retrained,538,538,0,0,1.0,0.3314380250080827,0.3394809526231743
RF01210,sincfold_published,13452,13452,0,0,1.0,0.0,0.0
RF01210,sincfold_retrained,13452,13452,0,0,1.0,0.0,0.0
RF01216,sincfold_published,45,45,0,0,1.0,0.1580394913728247,0.18010144817306883
RF01216,sincfold_retrained,45,45,0,0,1.0,0.13322939529816485,0.20793870873366613
RF01219,sincfold_published,1696,1696,0,0,1.0,0.20567604915097798,0.22233552160332032
RF01219,sincfold_retrained,1696,1696,0,0,1.0,0.09770998759404774,0.09696545779569912
RF01220,sincfold_published,459,459,0,0,1.0,0.44300479313883595,0.4582825663515215
RF01220,sincfold_retrained,459,459,0,0,1.0,0.4048630911961118,0.40775998561118415
RF01227,sincfold_published,832,832,0,0,1.0,0.39650616780399217,0.418852048745415
RF01227,sincfold_retrained,832,832,0,0,1.0,0.28930999571918503,0.2981498799906119
RF01228,sincfold_published,421,421,0,0,1.0,0.48790715516882566,0.5013947814947212
RF01228,sincfold_retrained,421,421,0,0,1.0,0.33506133764977364,0.336199298445062
RF01232,sincfold_published,19,19,0,0,1.0,0.16510039667934406,0.18090852492552748
RF01232,sincfold_retrained,19,19,0,0,1.0,0.047208931419457735,0.049860933776908284
RF01237,sincfold_published,31,31,0,0,1.0,0.5585290956461263,0.5698320033284074
RF01237,sincfold_retrained,31,31,0,0,1.0,0.4410759671387332,0.4426842015674022
RF01240,sincfold_published,34,34,0,0,1.0,0.5155745503342386,0.5225478288448749
RF01240,sincfold_retrained,34,34,0,0,1.0,0.30376972711055084,0.30791527045141787
RF01245,sincfold_published,9,9,0,0,1.0,0.6835813328019941,0.7025294266928256
RF01245,sincfold_retrained,9,9,0,0,1.0,0.3866843014582067,0.39117588546575205
RF01246,sincfold_published,6,6,0,0,1.0,0.5876824440790941,0.5916333498872488
RF01246,sincfold_retrained,6,6,0,0,1.0,0.43929294570730804,0.4410743112001923
RF01247,sincfold_published,151,151,0,0,1.0,0.24961279985955556,0.2636484529695542
RF01247,sincfold_retrained,151,151,0,0,1.0,0.22432407423660775,0.22615546336323672
RF01248,sincfold_published,87,87,0,0,1.0,0.4426928686246998,0.46090507436315264
RF01248,sincfold_retrained,87,87,0,0,1.0,0.30287515660866593,0.3046078851007774
RF01252,sincfold_published,79,79,0,0,1.0,0.3435170630318352,0.3592194289142263
RF01252,sincfold_retrained,79,79,0,0,1.0,0.26383560862543626,0.2664588910838673
RF01254,sincfold_published,42,42,0,0,1.0,0.24837940279458076,0.2581631946978832
RF01254,sincfold_retrained,42,42,0,0,1.0,0.196059956574901,0.1963835393116048
RF01260,sincfold_published,27,27,0,0,1.0,0.3668595369484868,0.3919647103257459
RF01260,sincfold_retrained,27,27,0,0,1.0,0.2390680961886691,0.2389780152937888
RF01269,sincfold_published,389,389,0,0,1.0,0.2719876285676885,0.2876188046594672
RF01269,sincfold_retrained,389,389,0,0,1.0,0.3450807562988309,0.34944970864574276
RF01302,sincfold_published,672,672,0,0,1.0,0.541536692465966,0.5594692199477889
RF01302,sincfold_retrained,672,672,0,0,1.0,0.4915121671472524,0.564611252183162
RF01315,sincfold_published,464,464,0,0,1.0,0.16541949429880462,0.18091372682119475
RF01315,sincfold_retrained,464,464,0,0,1.0,0.3420542570952588,0.341809640924443
RF01316,sincfold_published,125,125,0,0,1.0,0.06611428571428572,0.07084512017074839
RF01316,sincfold_retrained,125,125,0,0,1.0,0.1570444666444666,0.15767189529184578
RF01319,sincfold_published,57,57,0,0,1.0,0.633077546235441,0.6577103180764226
RF01319,sincfold_retrained,57,57,0,0,1.0,0.5790603159024216,0.6219400660617229
RF01320,sincfold_published,159,159,0,0,1.0,0.3886065716254394,0.3997945488959639
RF01320,sincfold_retrained,159,159,0,0,1.0,0.034420394215066805,0.0297330408902634
RF01327,sincfold_published,13,13,0,0,1.0,0.0,0.0
RF01327,sincfold_retrained,13,13,0,0,1.0,0.0,0.0
RF01332,sincfold_published,9,9,0,0,1.0,0.7955229955229955,0.8107754052581352
RF01332,sincfold_retrained,9,9,0,0,1.0,0.2769195716564138,0.271580495616002
RF01337,sincfold_published,101,101,0,0,1.0,0.25421893837735426,0.2570747170349478
RF01337,sincfold_retrained,101,101,0,0,1.0,0.1095860135464096,0.10090111200486375
RF01339,sincfold_published,115,115,0,0,1.0,0.39994478951000617,0.48790541451783837
RF01339,sincfold_retrained,115,115,0,0,1.0,0.6849619945272113,0.7179355674005321
RF01341,sincfold_published,4,4,0,0,1.0,0.3214285714285714,0.3504590000317775
RF01341,sincfold_retrained,4,4,0,0,1.0,0.0,-0.004232558907537411
RF01348,sincfold_published,5,5,0,0,1.0,0.2,0.19679291103480676
RF01348,sincfold_retrained,5,5,0,0,1.0,0.16,0.15742983431301963
RF01349,sincfold_published,3,3,0,0,1.0,0.6312636165577342,0.6369070478695588
RF01349,sincfold_retrained,3,3,0,0,1.0,0.6621285316937491,0.6580527776083575
RF01352,sincfold_published,54,54,0,0,1.0,0.0,0.0
RF01352,sincfold_retrained,54,54,0,0,1.0,0.0,0.0
RF01353,sincfold_published,13,13,0,0,1.0,0.2446886446886447,0.26197733857027666
